Id,SalePrice
2658,153408.14760117792
2718,134938.14646642626
2414,225538.9010916627
1989,141156.36250510253
625,164708.72247616784
333,101630.10940622166
1327,99023.55915851216
858,134938.14646642626
95,225166.53677056136
1568,167315.2727238774
2482,190369.04242595134
1364,157633.80037524196
2584,163033.08303121175
818,208149.75541994558
2673,147280.16486010572
2089,135389.67000136396
1297,160426.5327835022
790,131028.32109486195
2616,164336.3581550665
720,220486.81934029248
222,133262.5070214701
557,131959.23189761536
1148,190741.40674705268
2766,165825.81543947197
534,225725.08325221343
1452,134007.23566367285
630,81781.18370300066
2648,106711.02353842463
125,168883.88922211924
1904,64226.064813902136
1670,101443.92724567105
756,92879.54786033963
717,196471.8617505217
1032,134193.41782422352
852,224607.9902889093
1731,209266.8483832496
2639,96123.8038035375
2071,109356.98869759683
1267,145308.90695581923
1851,224235.62596780795
567,193720.32131586364
2439,224049.44380725722
1898,131586.86757651402
647,146369.46300052165
2256,207658.81994066294
979,101257.74508512032
1444,224607.9902889093
2485,132703.9605398181
157,131028.32109486195
88,132331.5962187167
2003,126187.58492054424
186,230710.80961347977
1425,258102.20950966456
2695,127677.04220494971
738,114903.03860265459
395,165825.81543947197
1353,194186.09337864444
1878,131400.6854159633
390,199320.0346602272
1456,224421.80812835868
1103,256426.57006470836
1387,128500.93006098876
2070,131400.6854159633
1199,198575.30601802445
2479,190555.22458650195
501,255681.84142250568
2362,101443.92724567105
1718,192975.59267366095
2188,51452.06121160701
1483,192789.41051311023
2557,97240.89676684164
437,258102.20950966456
2224,164150.17599451583
1628,222746.16868340247
397,133821.05350312218
587,165453.45111837058
971,137789.89099158277
2611,164522.54031561717
1887,137603.70883103216
2399,367714.5795825692
2148,224794.17244946002
304,146721.6183784537
1997,116020.13156595867
2817,90086.8154520794
1431,175214.08268084237
427,336082.1819673206
263,134007.23566367285
598,166198.17976057332
2895,249086.3065893955
687,161915.9900679076
1822,132145.41405816603
2191,90086.8154520794
179,164229.3352083522
1009,254564.74845920154
2010,127863.22436550038
1991,147838.7113417578
1411,131028.32109486195
1721,257916.02734911384
1144,192230.86403145816
593,256985.11654636043
575,326135.36824429827
1249,163591.62951286376
1604,136241.421590281
1064,399905.5236794695
1923,163591.62951286376
1988,128980.31732880446
2325,174469.35403863958
114,171676.62163037935
2700,164894.90463671857
