Id,SalePrice
2658,135836.450680628
2718,177971.40732353914
2414,213824.50210073788
1989,128509.78652652784
625,182420.60838285938
333,83772.65397491143
1327,92853.74017007102
858,130477.42413520749
95,200251.41915862053
1568,180548.00825917203
2482,176255.28891875438
1364,124561.44568538992
2584,174702.07577463565
818,323432.25921783224
2673,161322.27205145423
2089,175305.38367119426
1297,165123.13411180675
790,119340.65357062215
2616,200366.2556279372
720,206655.37048350595
222,127771.01325356908
557,123168.92630207405
1148,204808.82484907238
2766,176739.16734261875
534,196163.3164589922
1452,108332.90014133614
630,131529.44353584095
2648,103232.6418020777
125,149302.3118555068
1904,238369.2859488927
1670,93950.17773005983
756,99320.08020466135
717,250930.46614152426
1032,150775.0820225188
852,218091.48640854895
1731,183810.1452064303
2639,112344.4585120746
2071,136599.4621445937
1267,138966.85788516846
1851,196902.42951107968
567,166905.46301102464
2439,223227.97776255087
1898,142344.8866000984
647,168060.1129760234
2256,218777.91844431066
979,283419.95711751515
1444,221526.16829257197
2485,109918.03795767383
157,109950.67153971293
88,117125.01034293592
2003,105564.01349337178
186,195429.1449508025
1425,254224.98604252504
2695,108943.13814689132
738,97705.54518172168
395,149171.05628961843
1353,169710.10703945317
1878,137945.37852248858
390,184752.66470192873
1456,239718.40407200175
1103,273972.0855337607
1387,135633.39691621193
2070,144979.01619457954
1199,187941.58943785215
2479,183990.91022640775
501,282882.5848504765
2362,276515.06253142236
1718,188331.97712714667
2188,239622.12199118838
1483,157596.4836005097
2557,85302.23771747813
437,339377.2949843247
2224,213911.6724276055
1628,204577.4478831438
397,118108.03389050515
587,197005.6130954433
971,220662.53421570233
2611,141291.58525946247
1887,147660.72812900424
2399,367678.9841512772
2148,214546.0262246371
304,111658.58700286347
1997,105360.19528462534
2817,114195.07802992302
1431,174037.85539448843
427,363012.15154939017
263,126305.34289599617
598,177918.0085729084
2895,245042.83474098588
687,156734.05509763624
1822,114744.69168449426
2191,91483.1887043672
179,120484.819598926
1009,213354.98492275132
2010,105518.423664373
1991,143904.70637707965
1411,148176.69808125444
1721,231392.9099784575
1144,189717.05490649975
593,220179.7273051098
575,284985.96477508
1249,202013.42532946117
1604,114450.32657559746
1064,407537.69335121976
1923,161896.44493113918
