Id,SalePrice
2658,169000.0
2718,169000.0
2414,169000.0
1989,169000.0
625,169000.0
333,169000.0
1327,169000.0
858,169000.0
95,169000.0
1568,169000.0
2482,169000.0
1364,169000.0
2584,169000.0
818,169000.0
2673,169000.0
2089,169000.0
1297,169000.0
790,169000.0
2616,169000.0
720,169000.0
222,169000.0
557,169000.0
1148,169000.0
2766,169000.0
534,169000.0
1452,169000.0
630,169000.0
2648,169000.0
125,169000.0
1904,169000.0
1670,169000.0
756,169000.0
717,169000.0
1032,169000.0
852,169000.0
1731,169000.0
2639,169000.0
2071,169000.0
1267,169000.0
1851,169000.0
567,169000.0
2439,169000.0
1898,169000.0
647,169000.0
2256,169000.0
979,169000.0
1444,169000.0
2485,169000.0
157,169000.0
88,169000.0
2003,169000.0
186,169000.0
1425,169000.0
2695,169000.0
738,169000.0
395,169000.0
1353,169000.0
1878,169000.0
390,169000.0
1456,169000.0
1103,169000.0
1387,169000.0
2070,169000.0
1199,169000.0
2479,169000.0
501,169000.0
2362,169000.0
1718,169000.0
2188,169000.0
1483,169000.0
2557,169000.0
437,169000.0
2224,169000.0
1628,169000.0
397,169000.0
587,169000.0
971,169000.0
2611,169000.0
1887,169000.0
2399,169000.0
2148,169000.0
304,169000.0
1997,169000.0
2817,169000.0
1431,169000.0
427,169000.0
263,169000.0
598,169000.0
2895,169000.0
687,169000.0
1822,169000.0
2191,169000.0
179,169000.0
1009,169000.0
2010,169000.0
1991,169000.0
1411,169000.0
1721,169000.0
1144,169000.0
593,169000.0
575,169000.0
1249,169000.0
1604,169000.0
1064,169000.0
1923,169000.0
1988,169000.0
2325,169000.0
114,169000.0
2700,169000.0
217,169000.0
343,169000.0
386,169000.0
2005,169000.0
2908,169000.0
1814,169000.0
2446,169000.0
208,169000.0
1679,169000.0
822,169000.0
6,169000.0
1781,169000.0
2397,169000.0
2340,169000.0
1618,169000.0
2843,169000.0
1061,169000.0
2786,169000.0
1935,169000.0
1341,169000.0
521,169000.0
2136,169000.0
996,169000.0
227,169000.0
135,169000.0
1167,169000.0
294,169000.0
1776,169000.0
540,169000.0
1717,169000.0
2303,169000.0
116,169000.0
127,169000.0
1371,169000.0
1014,169000.0
1507,169000.0
702,169000.0
750,169000.0
261,169000.0
1559,169000.0
577,169000.0
2812,169000.0
2080,169000.0
1368,169000.0
2376,169000.0
659,169000.0
1235,169000.0
332,169000.0
1917,169000.0
2094,169000.0
1460,169000.0
1471,169000.0
1509,169000.0
1922,169000.0
433,169000.0
460,169000.0
1116,169000.0
1137,169000.0
53,169000.0
2354,169000.0
1475,169000.0
1761,169000.0
842,169000.0
2739,169000.0
2509,169000.0
1007,169000.0
2610,169000.0
1952,169000.0
2719,169000.0
2921,169000.0
1966,169000.0
292,169000.0
1204,169000.0
1829,169000.0
2419,169000.0
391,169000.0
798,169000.0
481,169000.0
193,169000.0
555,169000.0
899,169000.0
2357,169000.0
328,169000.0
1356,169000.0
1154,169000.0
1730,169000.0
2249,169000.0
1119,169000.0
2856,169000.0
1394,169000.0
2587,169000.0
61,169000.0
2661,169000.0
2711,169000.0
1147,169000.0
757,169000.0
2623,169000.0
2378,169000.0
1413,169000.0
1722,169000.0
1112,169000.0
1623,169000.0
1201,169000.0
1513,169000.0
957,169000.0
1171,169000.0
1145,169000.0
2726,169000.0
703,169000.0
760,169000.0
1964,169000.0
2512,169000.0
159,169000.0
1281,169000.0
468,169000.0
290,169000.0
665,169000.0
1463,169000.0
1792,169000.0
923,169000.0
500,169000.0
1408,169000.0
331,169000.0
170,169000.0
2192,169000.0
2571,169000.0
2314,169000.0
2647,169000.0
422,169000.0
2457,169000.0
1838,169000.0
2805,169000.0
1645,169000.0
1711,169000.0
2825,169000.0
322,169000.0
2103,169000.0
342,169000.0
600,169000.0
488,169000.0
1725,169000.0
2246,169000.0
2847,169000.0
806,169000.0
530,169000.0
963,169000.0
2678,169000.0
171,169000.0
2401,169000.0
805,169000.0
2259,169000.0
1748,169000.0
1361,169000.0
1677,169000.0
1406,169000.0
2322,169000.0
688,169000.0
143,169000.0
804,169000.0
1214,169000.0
2828,169000.0
1999,169000.0
2467,169000.0
2665,169000.0
1538,169000.0
398,169000.0
2822,169000.0
2157,169000.0
1856,169000.0
1269,169000.0
2570,169000.0
2320,169000.0
1517,169000.0
2304,169000.0
1312,169000.0
2012,169000.0
506,169000.0
2865,169000.0
2367,169000.0
554,169000.0
238,169000.0
1954,169000.0
2488,169000.0
2291,169000.0
1969,169000.0
2725,169000.0
1482,169000.0
2763,169000.0
503,169000.0
1584,169000.0
1531,169000.0
2210,169000.0
459,169000.0
556,169000.0
1347,169000.0
1290,169000.0
1388,169000.0
1571,169000.0
2754,169000.0
765,169000.0
2494,169000.0
2870,169000.0
7,169000.0
1114,169000.0
2418,169000.0
291,169000.0
18,169000.0
39,169000.0
1001,169000.0
2442,169000.0
616,169000.0
2680,169000.0
1414,169000.0
289,169000.0
40,169000.0
860,169000.0
409,169000.0
673,169000.0
2427,169000.0
2036,169000.0
2564,169000.0
642,169000.0
1008,169000.0
1908,169000.0
2519,169000.0
1369,169000.0
2855,169000.0
712,169000.0
1943,169000.0
1958,169000.0
107,169000.0
2295,169000.0
704,169000.0
676,169000.0
259,169000.0
93,169000.0
106,169000.0
2315,169000.0
1050,169000.0
1095,169000.0
2709,169000.0
758,169000.0
1496,169000.0
2370,169000.0
2458,169000.0
2733,169000.0
161,169000.0
726,169000.0
845,169000.0
947,169000.0
2232,169000.0
2563,169000.0
2299,169000.0
211,169000.0
605,169000.0
1478,169000.0
2247,169000.0
2274,169000.0
2869,169000.0
967,169000.0
2656,169000.0
667,169000.0
1042,169000.0
2023,169000.0
2447,169000.0
2055,169000.0
2275,169000.0
2204,169000.0
1563,169000.0
483,169000.0
796,169000.0
1526,169000.0
2042,169000.0
442,169000.0
1693,169000.0
1468,169000.0
1430,169000.0
2605,169000.0
1529,169000.0
335,169000.0
1287,169000.0
31,169000.0
1785,169000.0
82,169000.0
2620,169000.0
252,169000.0
721,169000.0
2165,169000.0
2316,169000.0
775,169000.0
1558,169000.0
17,169000.0
1022,169000.0
925,169000.0
438,169000.0
1270,169000.0
1272,169000.0
215,169000.0
266,169000.0
2402,169000.0
1250,169000.0
1984,169000.0
1279,169000.0
377,169000.0
1252,169000.0
2156,169000.0
499,169000.0
1374,169000.0
2898,169000.0
401,169000.0
2721,169000.0
2078,169000.0
2589,169000.0
1946,169000.0
1334,169000.0
2781,169000.0
431,169000.0
576,169000.0
1474,169000.0
2254,169000.0
2155,169000.0
885,169000.0
643,169000.0
1944,169000.0
480,169000.0
2845,169000.0
2387,169000.0
2407,169000.0
2527,169000.0
2514,169000.0
629,169000.0
80,169000.0
1876,169000.0
1546,169000.0
2518,169000.0
2347,169000.0
783,169000.0
1322,169000.0
194,169000.0
1770,169000.0
2143,169000.0
1229,169000.0
511,169000.0
46,169000.0
1348,169000.0
2465,169000.0
387,169000.0
873,169000.0
1918,169000.0
2764,169000.0
2184,169000.0
934,169000.0
1920,169000.0
2631,169000.0
1768,169000.0
2040,169000.0
1749,169000.0
834,169000.0
1457,169000.0
79,169000.0
2302,169000.0
1817,169000.0
2755,169000.0
359,169000.0
2059,169000.0
2092,169000.0
2516,169000.0
150,169000.0
1656,169000.0
83,169000.0
2411,169000.0
795,169000.0
2312,169000.0
2917,169000.0
1624,169000.0
2215,169000.0
1211,169000.0
1485,169000.0
1024,169000.0
570,169000.0
2874,169000.0
700,169000.0
