Id,SalePrice
2658,213336.3737399333
2718,279890.3161834172
2414,153928.15275525922
1989,131847.343483186
625,194966.16522675048
333,114038.96886582345
1327,136205.88711745763
858,176295.5848075147
95,181592.62486464513
1568,172657.9552624985
2482,168782.02724361434
1364,142547.29700192172
2584,191605.0803482518
818,293738.17822834593
2673,194509.84381241477
2089,102213.90969762728
1297,164434.1458767231
790,147387.3731895845
2616,222015.90037688956
720,191408.77871785703
222,145489.09354789267
557,116433.35507166448
1148,227228.03760692233
2766,131370.614527373
534,168877.92846956407
1452,116461.75132231809
630,179678.76216696136
2648,175106.69507025753
125,137124.10114747944
1904,68062.2381539432
1670,115569.012098057
756,139213.3010393048
717,286705.02945584885
1032,162814.28910651614
852,209455.44441232737
1731,147814.75004610955
2639,200098.10811131535
2071,73157.6918021457
1267,72324.72184873624
1851,188475.51460201407
567,129167.55838029916
2439,204326.32645482454
1898,168382.5707244378
647,167807.997941292
2256,210942.49792991055
979,135457.45114014196
1444,195406.97945573897
2485,122752.63224854521
157,127161.53261208851
88,142540.83841572303
2003,150971.1352188509
186,199295.94747090034
1425,227725.18825213343
2695,152914.5590002099
738,114007.5988249593
395,140456.5602706096
1353,205634.51657072254
1878,167314.5772899158
390,164066.13623081727
1456,206670.3658412942
1103,284109.3391640063
1387,167366.5286015718
2070,161424.6579261501
1199,179631.6528049457
2479,170129.622743321
501,291628.7678288013
2362,115552.11213083708
1718,181450.80969395238
2188,88636.9519094528
1483,114149.58875707515
2557,89851.58955005642
437,294223.293839597
2224,219225.84873588817
1628,135479.28921168268
397,143558.48618013004
587,240914.05360230344
971,138559.9706917232
2611,162695.43487809793
1887,63316.158726030175
2399,252062.74956130775
2148,204616.35854121507
304,120952.74167732612
1997,145110.27398084992
2817,150913.7667775072
1431,167141.63500161868
427,290941.00918130146
263,118233.88202602962
598,178281.29556750567
2895,239875.06564609997
687,168638.44371650903
1822,136458.4372910655
2191,136279.4426569132
179,145615.08079272092
1009,170466.30842550387
2010,140923.06605429048
1991,171511.11482688625
1411,212009.45072298995
1721,218786.3946196724
1144,180376.35164960017
593,178266.1477159237
575,239319.0778187864
1249,203461.5326041843
1604,122238.5541511492
1064,358488.41528786486
1923,172680.23589466457
1988,105443.81408212714
2325,157367.60268054434
114,224254.41578413307
2700,273040.65738523845
217,259857.26837437114
343,200879.72615865435
386,211857.61065722504
2005,105723.38736980285
2908,157153.22222466586
1814,208884.5594496012
2446,412125.99055786466
